[2026-07-14T03:40:11.707Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, -815B)
[2026-07-14T03:40:11.708Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, -815B)
[2026-07-14T03:40:11.708Z] GET https://fonts.gstatic.com/s/ibmplexsans/v23/zYXzKVElMYYaJe8bpLHnCwDKr932-G7dytD-Dmu1syxeKYbSB4Zh.woff2 → 200 (?ms, -815B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/factory/dist/style.css → 200 (105ms, 20516B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/factory/dist/index.js → 200 (201ms, 30784B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/fetch/index.js → 200 (361ms, 311B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/hermes-mobile/dist/index.js → 404 (284ms, ?B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/hermes-achievements/dist/style.css → 200 (201ms, 17984B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/hermes-achievements/dist/index.js → 200 (378ms, 46871B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/kanban/dist/style.css → 200 (239ms, 45323B)
[2026-07-14T03:40:11.809Z] GET http://localhost:9119/dashboard-plugins/kanban/dist/index.js → 200 (395ms, 168610B)
[2026-07-14T03:40:12.206Z] GET http://localhost:9119/api/plugins/kanban/config → 200 (196ms, 103B)
[2026-07-14T03:40:12.207Z] GET http://localhost:9119/api/plugins/kanban/boards → 200 (279ms, 1547B)
[2026-07-14T03:40:12.207Z] GET http://localhost:9119/api/plugins/kanban/board → 200 (537ms, 1826486B)
[2026-07-14T03:40:12.486Z] GET http://localhost:9119/api/plugins/kanban/boards?board=hermes-mobile → 200 (142ms, 1547B)
[2026-07-14T03:40:12.486Z] GET http://localhost:9119/api/plugins/kanban/board?board=hermes-mobile → pending (?ms, ?B)
[2026-07-14T03:40:12.851Z] GET http://localhost:9119/api/plugins/kanban/orchestration → 200 (10ms, 237B)
[2026-07-14T03:40:12.851Z] GET http://localhost:9119/api/plugins/kanban/profiles → pending (?ms, ?B)
[2026-07-14T03:40:12.851Z] GET http://localhost:9119/assets/RulesCompressed-Regular-BSXFyF4x.woff2 → 200 (10ms, 37764B)
[2026-07-14T03:40:13.821Z] GET http://localhost:9119/api/model/info → pending (?ms, ?B)
[2026-07-14T03:40:13.822Z] GET http://localhost:9119/api/sessions?limit=30&offset=0&order=recent → 200 (405ms, 34380B)
[2026-07-14T03:40:14.885Z] GET http://localhost:9119/api/config → 200 (28ms, 21341B)
[2026-07-14T03:40:21.708Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:40:31.707Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:40:41.707Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:40:51.704Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:41:01.709Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:41:11.708Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:41:21.709Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:41:31.709Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:41:41.708Z] GET http://localhost:9119/api/status → 200 (232ms, 1284B)
[2026-07-14T03:41:51.708Z] GET http://localhost:9119/api/status → 200 (229ms, 1284B)
[2026-07-14T03:42:01.714Z] GET http://localhost:9119/api/status → 200 (238ms, 1284B)
[2026-07-14T03:42:11.708Z] GET http://localhost:9119/api/status → 200 (240ms, 1284B)
[2026-07-14T03:42:21.708Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:42:31.709Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:42:41.707Z] GET http://localhost:9119/api/status → 200 (311ms, 1284B)
[2026-07-14T03:42:51.707Z] GET http://localhost:9119/api/status → 200 (317ms, 1284B)
[2026-07-14T03:43:01.708Z] GET http://localhost:9119/api/status → 200 (327ms, 1284B)
[2026-07-14T03:43:11.706Z] GET http://localhost:9119/api/status → 200 (243ms, 1284B)
[2026-07-14T03:43:21.708Z] GET http://localhost:9119/api/status → 200 (251ms, 1284B)
[2026-07-14T03:43:31.708Z] GET http://localhost:9119/api/status → 200 (260ms, 1284B)
[2026-07-14T03:43:41.718Z] GET http://localhost:9119/api/status → 200 (330ms, 1284B)
[2026-07-14T03:43:51.717Z] GET http://localhost:9119/api/status → 200 (250ms, 1284B)
[2026-07-14T03:44:01.717Z] GET http://localhost:9119/api/status → 200 (247ms, 1284B)
[2026-07-14T03:44:11.711Z] GET http://localhost:9119/api/status → 200 (247ms, 1284B)
[2026-07-14T03:44:21.708Z] GET http://localhost:9119/api/status → 200 (243ms, 1284B)
[2026-07-14T03:44:31.710Z] GET http://localhost:9119/api/status → 200 (254ms, 1284B)
[2026-07-14T03:44:41.710Z] GET http://localhost:9119/api/status → 200 (224ms, 1284B)
[2026-07-14T03:44:51.710Z] GET http://localhost:9119/api/status → 200 (387ms, 1284B)
[2026-07-14T03:45:01.709Z] GET http://localhost:9119/api/status → 200 (251ms, 1284B)
[2026-07-14T03:45:11.737Z] GET http://localhost:9119/api/status → 200 (311ms, 1284B)
[2026-07-14T03:45:21.708Z] GET http://localhost:9119/api/status → 200 (313ms, 1284B)
[2026-07-14T03:45:31.718Z] GET http://localhost:9119/api/status → 200 (314ms, 1284B)
[2026-07-14T03:45:41.718Z] GET http://localhost:9119/api/status → 200 (318ms, 1284B)
[2026-07-14T03:45:51.714Z] GET http://localhost:9119/api/status → pending (?ms, ?B)
[2026-07-14T03:46:01.710Z] GET http://localhost:9119/api/status → 200 (256ms, 1284B)
[2026-07-14T03:46:11.708Z] GET http://localhost:9119/api/status → 200 (265ms, 1284B)
[2026-07-14T03:46:21.710Z] GET http://localhost:9119/api/status → 200 (246ms, 1284B)
[2026-07-14T03:46:31.709Z] GET http://localhost:9119/api/status → 200 (248ms, 1284B)
[2026-07-14T03:46:41.708Z] GET http://localhost:9119/api/status → 200 (266ms, 1284B)
[2026-07-14T03:46:51.708Z] GET http://localhost:9119/api/status → 200 (309ms, 1284B)
[2026-07-14T03:47:01.689Z] GET http://localhost:9119/api/status → 200 (251ms, 1284B)
[2026-07-14T03:47:11.679Z] GET http://localhost:9119/api/status → 200 (318ms, 1284B)
[2026-07-14T03:47:21.672Z] GET http://localhost:9119/api/status → 200 (406ms, 1284B)
[2026-07-14T03:47:31.681Z] GET http://localhost:9119/api/status → 200 (308ms, 1284B)
[2026-07-14T03:47:35.087Z] GET http://127.0.0.1:5173/?view=waiting → 404 (4ms, ?B)
[2026-07-14T03:47:42.488Z] GET http://127.0.0.1:5173/conformance-harness.html?view=waiting → 200 (27ms, 1429B)
[2026-07-14T03:47:42.518Z] GET http://127.0.0.1:5173/@vite/client → 200 (157ms, 210027B)
[2026-07-14T03:47:42.518Z] GET http://127.0.0.1:5173/conformance-harness.js → 200 (4ms, 39494B)
[2026-07-14T03:47:42.522Z] GET http://127.0.0.1:5173/.vite/deps/react.js?v=0b5eb5ec → 200 (6ms, 130196B)
[2026-07-14T03:47:42.522Z] GET http://127.0.0.1:5173/.vite/deps/react-dom_client.js?v=f61d3cfe → 200 (9ms, 733B)
[2026-07-14T03:47:42.522Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/ui/components/badge.tsx → 200 (13ms, 5174B)
[2026-07-14T03:47:42.522Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/ui/components/button.tsx → 200 (12ms, 13786B)
[2026-07-14T03:47:42.522Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/ui/components/card.tsx → 200 (13ms, 6106B)
[2026-07-14T03:47:42.523Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/src/index.css → 200 (157ms, 95446B)
[2026-07-14T03:47:42.523Z] GET http://127.0.0.1:5173/dist/style.css → 200 (10ms, 4764B)
[2026-07-14T03:47:42.528Z] GET http://127.0.0.1:5173/.vite/deps/rolldown-runtime-FDOR9p9I.js?v=2b854d8e → 200 (16ms, 6221B)
[2026-07-14T03:47:42.531Z] GET http://127.0.0.1:5173/.vite/deps/client-Baa7a0Z0.js?v=2b854d8e → 200 (146ms, 2867933B)
[2026-07-14T03:47:42.535Z] GET http://127.0.0.1:5173/.vite/deps/class-variance-authority.js?v=28c013e6 → 200 (132ms, 8949B)
[2026-07-14T03:47:42.535Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/utils/index.ts?v=2b854d8e → 200 (150ms, 6244B)
[2026-07-14T03:47:42.535Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/ui/components/typography/index.tsx → 200 (149ms, 4436B)
[2026-07-14T03:47:42.535Z] GET http://127.0.0.1:5173/.vite/deps/react_jsx-dev-runtime.js?v=66349a02 → 200 (140ms, 34809B)
[2026-07-14T03:47:42.535Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/ui/components/blend-mode.tsx → 200 (149ms, 11078B)
[2026-07-14T03:47:42.667Z] GET http://127.0.0.1:5173/.vite/deps/clsx.js?v=9d92d4d6 → 200 (23ms, 2053B)
[2026-07-14T03:47:42.675Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/node_modules/vite/dist/client/env.mjs → 200 (25ms, 3478B)
[2026-07-14T03:47:42.685Z] GET http://127.0.0.1:5173/.vite/deps/@nanostores_react.js?v=6ea55259 → 200 (19ms, 3373B)
[2026-07-14T03:47:42.685Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/hooks/use-smooth-controls.ts?v=2b854d8e → 200 (44ms, 24514B)
[2026-07-14T03:47:42.685Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/utils/color.ts?v=2b854d8e → 200 (40ms, 2690B)
[2026-07-14T03:47:42.685Z] GET http://127.0.0.1:5173/.vite/deps/sanitize-html.js?v=8a2bd67e → 200 (39ms, 1400046B)
[2026-07-14T03:47:42.685Z] GET http://127.0.0.1:5173/.vite/deps/tailwind-merge.js?v=b2d428aa → 200 (17ms, 286875B)
[2026-07-14T03:47:42.685Z] GET http://127.0.0.1:5173/.vite/deps/three.js?v=2e577078 → 200 (101ms, 5655083B)
[2026-07-14T03:47:42.685Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/src/utils/poly.ts?v=2b854d8e → 200 (43ms, 1476B)
[2026-07-14T03:47:42.705Z] GET http://127.0.0.1:5173/.vite/deps/nanostores-BxZd4HbO.js?v=2b854d8e → 200 (59ms, 45462B)
[2026-07-14T03:47:42.729Z] GET http://127.0.0.1:5173/.vite/deps/gsap.js?v=d0ea163b → 200 (48ms, 624503B)
[2026-07-14T03:47:42.729Z] GET http://127.0.0.1:5173/.vite/deps/leva.js?v=e839c078 → 200 (67ms, 1594953B)
[2026-07-14T03:47:42.729Z] GET http://127.0.0.1:5173/.vite/deps/nanostores.js?v=9f79ae39 → 200 (48ms, 3945B)
[2026-07-14T03:47:42.835Z] GET http://127.0.0.1:5173/dist/index.js → 200 (9ms, 213364B)
[2026-07-14T03:47:42.871Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/fonts/RulesCompressed-Regular.woff2 → 200 (6ms, 37764B)
[2026-07-14T03:47:42.871Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/fonts/Mondwest-Regular.woff2 → 200 (6ms, 23828B)
[2026-07-14T03:47:51.731Z] GET http://127.0.0.1:5173/conformance-harness.html?view=waiting → 200 (6ms, 1445B)
[2026-07-14T03:47:51.740Z] GET http://127.0.0.1:5173/@vite/client → 304 (3ms, ?B)
[2026-07-14T03:47:51.740Z] GET http://127.0.0.1:5173/conformance-harness.js?t=1784000871703 → 200 (1ms, 39715B)
[2026-07-14T03:47:51.742Z] GET http://127.0.0.1:5173/.vite/deps/react.js?v=0b5eb5ec → 200 (?ms, -311B)
[2026-07-14T03:47:51.742Z] GET http://127.0.0.1:5173/.vite/deps/react-dom_client.js?v=f61d3cfe → 200 (?ms, -306B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/badge.js?v=2b854d8e → 200 (1ms, 8091B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/button.js?v=2b854d8e → 200 (1ms, 23719B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/card.js?v=2b854d8e → 200 (2ms, 9551B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/src/index.css?t=1784000871703 → 200 (56ms, 95446B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/dist/style.css → 304 (49ms, ?B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/.vite/deps/rolldown-runtime-FDOR9p9I.js?v=2b854d8e → 200 (?ms, -308B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/.vite/deps/client-Baa7a0Z0.js?v=2b854d8e → 200 (?ms, -313B)
[2026-07-14T03:47:51.743Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/node_modules/vite/dist/client/env.mjs → 304 (51ms, ?B)
[2026-07-14T03:47:51.744Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/node_modules/react/jsx-runtime.js?v=2b854d8e → 200 (59ms, 835B)
[2026-07-14T03:47:51.744Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/utils/index.js?v=2b854d8e → 200 (62ms, 10753B)
[2026-07-14T03:47:51.744Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/blend-mode.js?v=2b854d8e → 200 (64ms, 18396B)
[2026-07-14T03:47:51.745Z] GET http://127.0.0.1:5173/.vite/deps/class-variance-authority.js?v=28c013e6 → 200 (?ms, -308B)
[2026-07-14T03:47:51.745Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/typography/index.js?v=2b854d8e → 200 (63ms, 8016B)
[2026-07-14T03:47:51.745Z] GET http://127.0.0.1:5173/.vite/deps/clsx.js?v=9d92d4d6 → 200 (?ms, -308B)
[2026-07-14T03:47:51.807Z] GET http://127.0.0.1:5173/.vite/deps/sanitize-html.js?v=8a2bd67e → 200 (?ms, -313B)
[2026-07-14T03:47:51.807Z] GET http://127.0.0.1:5173/.vite/deps/tailwind-merge.js?v=b2d428aa → 200 (?ms, -312B)
[2026-07-14T03:47:51.807Z] GET http://127.0.0.1:5173/.vite/deps/three.js?v=2e577078 → 200 (?ms, -314B)
[2026-07-14T03:47:51.807Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/utils/color.js?v=2b854d8e → 200 (5ms, 4779B)
[2026-07-14T03:47:51.807Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/utils/poly.js?v=2b854d8e → 200 (6ms, 2743B)
[2026-07-14T03:47:51.808Z] GET http://127.0.0.1:5173/.vite/deps/@nanostores_react.js?v=6ea55259 → 200 (?ms, -308B)
[2026-07-14T03:47:51.808Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/hooks/use-smooth-controls.js?v=2b854d8e → 200 (5ms, 45385B)
[2026-07-14T03:47:51.808Z] GET http://127.0.0.1:5173/.vite/deps/nanostores-BxZd4HbO.js?v=2b854d8e → 200 (?ms, -310B)
[2026-07-14T03:47:51.813Z] GET http://127.0.0.1:5173/.vite/deps/gsap.js?v=d0ea163b → 200 (?ms, -312B)
[2026-07-14T03:47:51.814Z] GET http://127.0.0.1:5173/.vite/deps/leva.js?v=e839c078 → 200 (?ms, -313B)
[2026-07-14T03:47:51.814Z] GET http://127.0.0.1:5173/.vite/deps/nanostores.js?v=9f79ae39 → 200 (?ms, -308B)
[2026-07-14T03:48:11.009Z] GET http://127.0.0.1:5173/conformance-harness.html?view=waiting → 200 (10ms, 1470B)
[2026-07-14T03:48:11.023Z] GET http://127.0.0.1:5173/@vite/client → 304 (38ms, ?B)
[2026-07-14T03:48:11.023Z] GET http://127.0.0.1:5173/conformance-harness.js?t=1784000890958 → 200 (33ms, 39715B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/.vite/deps/react.js?v=0b5eb5ec → 200 (?ms, -311B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/.vite/deps/react-dom_client.js?v=f61d3cfe → 200 (?ms, -306B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/badge.js?v=2b854d8e → 200 (?ms, -309B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/button.js?v=2b854d8e → 200 (?ms, -310B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/card.js?v=2b854d8e → 200 (?ms, -309B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/src/index.css?t=1784000890958 → 200 (6ms, 95446B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/dist/style.css → 304 (6ms, ?B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/.vite/deps/rolldown-runtime-FDOR9p9I.js?v=2b854d8e → 200 (?ms, -308B)
[2026-07-14T03:48:11.057Z] GET http://127.0.0.1:5173/.vite/deps/client-Baa7a0Z0.js?v=2b854d8e → 200 (1ms, -313B)
[2026-07-14T03:48:11.058Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/node_modules/react/jsx-runtime.js?v=2b854d8e → 200 (?ms, -306B)
[2026-07-14T03:48:11.058Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/utils/index.js?v=2b854d8e → 200 (?ms, -310B)
[2026-07-14T03:48:11.058Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/blend-mode.js?v=2b854d8e → 200 (?ms, -310B)
[2026-07-14T03:48:11.058Z] GET http://127.0.0.1:5173/.vite/deps/class-variance-authority.js?v=28c013e6 → 200 (?ms, -308B)
[2026-07-14T03:48:11.058Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/ui/components/typography/index.js?v=2b854d8e → 200 (?ms, -309B)
[2026-07-14T03:48:11.058Z] GET http://127.0.0.1:5173/.vite/deps/clsx.js?v=9d92d4d6 → 200 (?ms, -308B)
[2026-07-14T03:48:11.058Z] GET http://127.0.0.1:5173/.vite/deps/sanitize-html.js?v=8a2bd67e → 200 (1ms, -313B)
[2026-07-14T03:48:11.059Z] GET http://127.0.0.1:5173/.vite/deps/tailwind-merge.js?v=b2d428aa → 200 (?ms, -312B)
[2026-07-14T03:48:11.059Z] GET http://127.0.0.1:5173/.vite/deps/three.js?v=2e577078 → 200 (?ms, -314B)
[2026-07-14T03:48:11.059Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/utils/color.js?v=2b854d8e → 200 (?ms, -308B)
[2026-07-14T03:48:11.059Z] GET http://127.0.0.1:5173/@fs/Volumes/MainData/Developer/products/hermes-mobile/web/node_modules/@nous-research/ui/dist/utils/poly.js?v=2b854d8e → 200 (?ms, -308B)
[2026-07-14T03:48:11.060Z] GET http://127.0.0.1:5173/.vite/deps/@nanostores_react.js?v=6ea55259 → 200 (?ms, -308B)
